VehicleID,EdgeIDp,EdgeID,X,Y
vehicle_186,-E32,-E36,-168.0501728307426,-199.199893941725
vehicle_187,-E37,-E58,-193.2912625005984,-275.93518002521853
vehicle_188,-E55,-E55,332.82342181569373,60.29036229102849
vehicle_189,-E72,E74,-279.26247920826233,-76.07232569371587
vehicle_190,E78,-E81,-376.9648209172084,-83.22266415407665
vehicle_191,-E54,E45,85.57565653340413,-83.17713502364319
vehicle_192,E63,-E9,329.5390407663327,-306.37068968869283
vehicle_193,-E73,E52,-355.8967922934213,-245.77626062675307
vehicle_194,E19,-E15,-169.17689869919292,-13.370854657399263
vehicle_195,E78,-E37,-340.1658669364823,-86.27981688551182
vehicle_196,-E45,-E55,-11.698481005499616,-363.0381258208562
vehicle_197,E72,E43,-304.19111623656886,-63.086426176034934
vehicle_198,-E21,E28,-77.60077957824939,-42.49273507712587
vehicle_199,-E31,-E68,18.089089932914874,-173.28821991654314
vehicle_200,-E7,-E74,200.4574270912123,0.536181755733196
vehicle_201,-E21,E56,-95.05084883702989,-65.10941802598882
vehicle_202,-E79,E29,-406.5576318209196,-86.56567022375157
vehicle_203,-E43,E54,-444.2175370974298,-355.82690631979995
vehicle_204,E2,E67,-124.92407037865826,-34.84411672120916
vehicle_205,E45,-E4,-29.6717197905557,-321.60845331344814
vehicle_206,-E16,-E7,105.34520332193,36.31086657298738
vehicle_207,E29,E55,-64.2596538948593,-89.39812440190923
vehicle_208,E84,E52,-311.77931326892315,-39.36914927663099
vehicle_209,-E54,-E66,111.97589031998649,-95.94255233307672
vehicle_210,-E15,-E55,210.42271431616922,21.40178323698541
vehicle_211,-E74,E78,-379.4101210414806,-204.55855667035044
vehicle_212,-E68,E47,224.66380959302768,-266.021260280241
vehicle_213,-E7,E36,130.031083841505,6.310396301641617
vehicle_214,-E55,-E55,283.5128538856299,-94.90874414548551
vehicle_215,-E74,-E40,-469.80846886899513,-263.51636821327105
vehicle_216,E71,-E43,-190.2510192376942,-6.515603387036151
vehicle_217,-E71,-E56,-251.12062477335652,-27.464049478174104
vehicle_218,-E84,E44,-359.5004622493485,14.640738822044284
vehicle_219,-E73,E36,-367.9975100318178,-246.4516386792443
vehicle_220,-E84,-E72,-293.56863986703036,17.415991948406486
vehicle_221,-E44,-E50,-155.85819521610927,-321.77770835579844
vehicle_222,-E74,-E65,-484.44194911187606,-258.5711663518663
vehicle_223,E78,E54,-349.1620605899466,-105.9400755081291
vehicle_224,E59,-E45,405.7783613436988,-367.2385301791612
vehicle_225,-E82,E54,-479.8019750184711,-13.12544843379942
vehicle_226,-E14,E29,192.58680991212094,88.62361312923235
vehicle_227,-E56,-E63,423.87137101578736,-139.75855214318327
vehicle_228,E71,E69,-191.93002617201535,-2.4313566656300623
vehicle_229,-E16,-E64,87.53574149579873,50.72547390779408
vehicle_230,E69,-E55,81.25782584085795,-280.80364154911706
vehicle_231,-E40,-E72,-128.0098934854729,-73.81304007175942
vehicle_232,E41,-E44,-216.94377429247191,-97.70903753808716
vehicle_233,E52,-E74,87.91636455867473,-214.3227602738356
vehicle_234,E51,E42,2.593887308183639,-257.90718097846127
vehicle_235,E72,E12,-297.49904511724844,-132.48395116020436
vehicle_236,E52,-E44,77.16430275955696,-214.50334153598698
vehicle_237,-E43,-E15,-452.22257354743573,-367.1591894618297
vehicle_238,E13,-E5,31.838529600710615,32.75291817012521
vehicle_239,-E56,E71,425.05499512264413,-19.036503752452063
vehicle_240,-E34,E6,-246.4900792109764,-236.08031169372225
vehicle_241,E70,E55,71.40207578821531,-350.62390191246266
vehicle_242,-E21,E57,-111.60486481514715,-37.92230093527911
vehicle_243,-E57,-E63,436.38624563896036,-195.2749571546702
vehicle_244,-E68,-E14,124.43349098810842,-292.22773258093684
vehicle_245,-E72,-E64,-257.04008039779546,-123.14067683811246
vehicle_246,E41,E29,-194.4983086027936,-93.14546553796993
vehicle_247,-E43,E59,-440.2467106372076,-356.6818436767731
vehicle_248,E59,-E76,408.6591981100676,-368.4163509455052
vehicle_249,-E7,-E29,183.3775162253781,-8.266227348091547
vehicle_250,E56,E37,407.8578325864451,-127.92608291776818
vehicle_251,E44,-E38,-176.11137746470575,-353.45907992057033
vehicle_252,-E74,-E29,-443.2480117044657,-294.60713358998356
vehicle_253,-E56,E67,421.75864301356586,10.303412512712384
vehicle_254,-E55,-E55,331.0226019099603,-29.60153488010002
vehicle_255,E70,-E68,95.425461263366,-303.82248105655316
vehicle_256,-E70,-E8,145.9342814734445,-321.02538757772646
vehicle_257,-E35,E42,-289.28717035743375,-209.8168499125329
vehicle_258,-E77,E41,-371.730161754416,-148.22854505609266
vehicle_259,E67,-E28,193.497568093153,-190.42832917874668
vehicle_260,E73,-E15,-333.4608512122902,-153.8103474608564
vehicle_261,E63,-E54,370.4321443466237,-300.5908847303433
vehicle_262,-E72,-E54,-292.63281218471946,-151.9722406888704
vehicle_263,-E52,E77,40.039440447820255,-211.21073901582722
vehicle_264,E51,-E43,1.8304207152703498,-259.6837178374659
vehicle_265,-E43,-E44,-342.791687127173,-337.7605624748754
vehicle_266,-E8,-E82,59.1767567118016,-42.87504048619405
vehicle_267,E42,-E52,-398.58705687303507,-315.97618001288515
vehicle_268,E71,E70,-212.94369882740335,6.270895882598495
vehicle_269,E60,-E55,232.30659732661974,-353.38948874625027
vehicle_270,-E55,-E74,273.46013997726783,-24.965952975863672
vehicle_271,-E47,E10,-54.89447320987534,-287.5343238375188
vehicle_272,E73,-E6,-341.150924946205,-134.50607428742452
vehicle_273,-E84,-E37,-314.91236249545614,25.273827112925744
vehicle_274,-E55,E62,413.08969083456776,77.72175384979579
vehicle_275,E12,E55,20.614019455021605,74.11429722952704
vehicle_276,-E51,E54,-6.8475888426439155,-216.8875293606161
vehicle_277,E67,-E65,182.2954451245369,-175.1975328418463
vehicle_278,E5,-E39,18.662403810776652,1.4923882114367757
vehicle_279,-E72,-E74,-276.55378288110967,-66.4822915373216
vehicle_280,E62,-E45,299.7989890296432,-325.39394962230614
vehicle_281,E56,E60,396.07764548928077,-160.7726989681432
vehicle_282,E59,E57,367.3922436289593,-356.42852438270876
vehicle_283,-E55,E71,305.17614051405457,62.33796084777384
vehicle_284,-E21,-E31,-87.43712202616666,-56.99224780345975
vehicle_285,E15,E4,113.5694612885938,34.91620459632571
vehicle_286,E67,E82,171.65813181740606,-179.19514165486905
vehicle_287,-E41,-E7,-179.1579853246467,-162.32348915390946
vehicle_288,-E82,-E63,-418.657127630701,-35.224043720812915
vehicle_289,-E84,E70,-315.0224746470583,37.51231037285186
vehicle_290,-E53,E41,81.05016882768138,-166.64506731698302
vehicle_291,E41,-E81,-198.82649492740842,-71.38522428560458
vehicle_292,E64,E41,280.5955980259776,-214.7283903595567
vehicle_293,-E70,E6,156.48263457870024,-334.9025860132955
vehicle_294,-E67,-E45,244.44759254988088,-206.15318072850255
vehicle_295,-E71,E74,-223.326719477028,-72.5249919110791
vehicle_296,-E55,-E11,288.7599364807667,37.0316096386199
vehicle_297,-E47,E43,-88.20914798636971,-275.45204483226877
vehicle_298,-E63,-E70,378.1616029363042,-248.33725077437333
vehicle_299,-E74,-E14,-488.34404846014974,-318.14079482732967
